Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
2026352035,2016/4/12,"4,414",2.74,2.74,0.00,0.19,0.00,0.35,2.20,0.00,3.00,8.00,181.00,706.00,"1,459.00"
2026352035,2016/4/13,"4,993",3.10,3.10,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.00,238.00,663.00,"1,521.00"
2026352035,2016/4/14,"3,335",2.07,2.07,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,197.00,653.00,"1,431.00"
2026352035,2016/4/15,"3,821",2.37,2.37,0.00,0.00,0.00,0.00,2.37,0.00,0.00,0.00,188.00,687.00,"1,444.00"
2026352035,2016/4/16,"2,547",1.58,1.58,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,150.00,728.00,"1,373.00"
2026352035,2016/4/17,838,0.52,0.52,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,60.00,"1,053.00","1,214.00"
2026352035,2016/4/18,"3,325",2.06,2.06,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,182.00,"1,062.00","1,419.00"
2026352035,2016/4/19,"2,424",1.50,1.50,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,141.00,785.00,"1,356.00"
2026352035,2016/4/20,"7,222",4.48,4.48,0.00,0.00,0.00,0.00,4.48,0.00,0.00,0.00,327.00,623.00,"1,667.00"
2026352035,2016/4/21,"2,467",1.53,1.53,0.00,0.00,0.00,0.00,1.53,0.00,0.00,0.00,153.00,749.00,"1,370.00"
2026352035,2016/4/22,"2,915",1.81,1.81,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,162.00,712.00,"1,399.00"
2026352035,2016/4/23,"12,357",7.71,7.71,0.00,0.00,0.00,0.00,7.71,0.00,0.00,0.00,432.00,458.00,"1,916.00"
2026352035,2016/4/24,"3,490",2.16,2.16,0.00,0.00,0.00,0.00,2.16,0.00,0.00,0.00,164.00,704.00,"1,401.00"
2026352035,2016/4/25,"6,017",3.73,3.73,0.00,0.00,0.00,0.00,3.73,0.00,0.00,0.00,260.00,821.00,"1,576.00"
2026352035,2016/4/26,"5,933",3.68,3.68,0.00,0.00,0.00,0.00,3.68,0.00,0.00,0.00,288.00,"1,018.00","1,595.00"
2026352035,2016/4/27,"6,088",3.77,3.77,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.00,286.00,586.00,"1,593.00"
2026352035,2016/4/28,"6,375",3.95,3.95,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00,331.00,626.00,"1,649.00"
2026352035,2016/4/29,"7,604",4.71,4.71,0.00,0.00,0.00,0.00,4.71,0.00,0.00,0.00,352.00,492.00,"1,692.00"
2026352035,2016/4/30,"4,729",2.93,2.93,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,233.00,594.00,"1,506.00"
2026352035,2016/5/1,"3,609",2.28,2.28,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,191.00,716.00,"1,447.00"
2026352035,2016/5/2,"7,018",4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,355.00,716.00,"1,690.00"
2026352035,2016/5/3,"5,992",3.72,3.72,0.00,0.00,0.00,0.00,3.72,0.00,0.00,0.00,304.00,981.00,"1,604.00"
2026352035,2016/5/4,"6,564",4.07,4.07,0.00,0.00,0.00,0.00,4.07,0.00,0.00,0.00,345.00,530.00,"1,658.00"
2026352035,2016/5/5,"12,167",7.54,7.54,0.00,0.00,0.00,0.00,7.54,0.00,0.00,0.00,475.00,479.00,"1,926.00"
2026352035,2016/5/6,"8,198",5.08,5.08,0.00,0.00,0.00,0.00,5.08,0.00,0.00,0.00,383.00,511.00,"1,736.00"
2026352035,2016/5/7,"4,193",2.60,2.60,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,229.00,665.00,"1,491.00"
2026352035,2016/5/8,"5,528",3.45,3.45,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,258.00,610.00,"1,555.00"
2026352035,2016/5/9,"10,685",6.62,6.62,0.00,0.00,0.00,0.00,6.60,0.00,0.00,0.00,401.00,543.00,"1,869.00"
2026352035,2016/5/10,254,0.16,0.16,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,17.00,"1,002.00","1,141.00"
2026352035,2016/5/11,"8,580",5.32,5.32,0.00,0.00,0.00,0.00,5.32,0.00,0.00,0.00,330.00,569.00,"1,698.00"
2026352035,2016/5/12,"8,891",5.51,5.51,0.00,0.00,0.00,0.00,5.51,0.00,0.00,0.00,343.00,330.00,"1,364.00"
2320127002,2016/4/12,"10,725",7.49,7.49,0.00,1.17,0.00,0.31,6.01,0.00,13.00,9.00,306.00,"1,112.00","2,124.00"
2320127002,2016/4/13,"7,275",4.90,4.90,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,335.00,"1,105.00","2,003.00"
2320127002,2016/4/14,"3,973",2.68,2.68,0.00,0.00,0.00,0.00,2.68,0.00,0.00,0.00,191.00,"1,249.00","1,696.00"
2320127002,2016/4/15,"5,205",3.51,3.51,0.00,0.00,0.00,0.00,3.51,0.00,0.00,0.00,245.00,"1,195.00","1,801.00"
2320127002,2016/4/16,"5,057",3.41,3.41,0.00,0.00,0.00,0.00,3.40,0.00,0.00,0.00,195.00,"1,245.00","1,724.00"
2320127002,2016/4/17,"6,198",4.18,4.18,0.00,0.00,0.00,0.00,4.18,0.00,0.00,0.00,249.00,"1,191.00","1,852.00"
2320127002,2016/4/18,"6,559",4.42,4.42,0.00,0.00,0.00,0.26,4.14,0.00,0.00,7.00,260.00,"1,173.00","1,905.00"
2320127002,2016/4/19,"5,997",4.04,4.04,0.00,0.00,0.00,0.38,3.66,0.00,0.00,11.00,228.00,"1,201.00","1,811.00"
2320127002,2016/4/20,"7,192",4.85,4.85,0.00,0.00,0.00,0.49,4.34,0.00,0.00,11.00,283.00,"1,146.00","1,922.00"
2320127002,2016/4/21,"3,404",2.29,2.29,0.00,0.06,0.00,0.42,1.81,0.00,1.00,10.00,127.00,"1,302.00","1,610.00"
2320127002,2016/4/22,"5,583",3.76,3.76,0.00,0.00,0.00,0.00,3.76,0.00,0.00,0.00,266.00,"1,174.00","1,851.00"
2320127002,2016/4/23,"5,079",3.42,3.42,0.00,0.00,0.00,0.00,3.42,0.00,0.00,0.00,242.00,"1,129.00","1,804.00"
2320127002,2016/4/24,"4,165",2.81,2.81,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,204.00,"1,236.00","1,725.00"
2320127002,2016/4/25,"3,588",2.42,2.42,0.00,0.23,0.00,0.20,1.99,0.00,3.00,5.00,152.00,"1,280.00","1,654.00"
2320127002,2016/4/26,"3,409",2.30,2.30,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,147.00,"1,293.00","1,632.00"
2320127002,2016/4/27,"1,715",1.16,1.16,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,82.00,"1,358.00","1,481.00"
2320127002,2016/4/28,"1,532",1.03,1.03,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,76.00,"1,364.00","1,473.00"
2320127002,2016/4/29,924,0.62,0.62,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,45.00,"1,395.00","1,410.00"
2320127002,2016/4/30,"4,571",3.08,3.08,0.00,0.00,0.00,0.00,3.07,0.00,0.00,0.00,234.00,"1,206.00","1,779.00"
2320127002,2016/5/1,772,0.52,0.52,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,40.00,"1,400.00","1,403.00"
2320127002,2016/5/2,"3,634",2.45,2.45,0.00,0.36,0.00,0.21,1.88,0.00,5.00,6.00,123.00,"1,306.00","1,613.00"
2320127002,2016/5/3,"7,443",5.02,5.02,0.00,1.49,0.00,0.37,3.16,0.00,20.00,10.00,206.00,"1,204.00","1,878.00"
2320127002,2016/5/4,"1,201",0.81,0.81,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,52.00,"1,388.00","1,426.00"
2320127002,2016/5/5,"5,202",3.51,3.51,0.00,0.00,0.00,0.39,3.11,0.00,0.00,11.00,223.00,"1,206.00","1,780.00"
2320127002,2016/5/6,"4,878",3.29,3.29,0.00,0.00,0.00,0.00,3.29,0.00,0.00,0.00,204.00,"1,236.00","1,742.00"
2320127002,2016/5/7,"7,379",4.97,4.97,0.00,0.00,0.00,0.00,4.97,0.00,0.00,0.00,319.00,"1,121.00","1,972.00"
2320127002,2016/5/8,"5,161",3.48,3.48,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.00,247.00,"1,193.00","1,821.00"
2320127002,2016/5/9,"3,090",2.08,2.08,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,145.00,"1,295.00","1,630.00"
2320127002,2016/5/10,"6,227",4.20,4.20,0.00,0.00,0.00,0.00,4.20,0.00,0.00,0.00,290.00,"1,150.00","1,899.00"
2320127002,2016/5/11,"6,424",4.33,4.33,0.00,0.00,0.00,0.00,4.33,0.00,0.00,0.00,300.00,"1,140.00","1,903.00"
2320127002,2016/5/12,"2,661",1.79,1.79,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,128.00,830.00,"1,125.00"
2347167796,2016/4/12,"10,113",6.83,6.83,0.00,2.00,0.00,0.62,4.20,0.00,28.00,13.00,320.00,964.00,"2,344.00"
2347167796,2016/4/13,"10,352",7.01,7.01,0.00,1.66,0.00,1.94,3.41,0.00,19.00,32.00,195.00,676.00,"2,038.00"
2347167796,2016/4/14,"10,129",6.70,6.70,0.00,0.02,0.00,2.74,3.94,0.00,1.00,48.00,206.00,705.00,"2,010.00"
2347167796,2016/4/15,"10,465",6.92,6.92,0.00,0.07,0.00,1.42,5.43,0.00,1.00,24.00,284.00,720.00,"2,133.00"
2347167796,2016/4/16,"22,244",15.08,15.08,0.00,5.45,0.00,4.10,5.53,0.00,66.00,72.00,268.00,968.00,"2,670.00"
2347167796,2016/4/17,"5,472",3.62,3.62,0.00,0.08,0.00,0.28,3.26,0.00,1.00,7.00,249.00,508.00,"1,882.00"
2347167796,2016/4/18,"8,247",5.45,5.45,0.00,0.79,0.00,0.86,3.79,0.00,11.00,16.00,206.00,678.00,"1,944.00"
2347167796,2016/4/19,"6,711",4.44,4.44,0.00,0.00,0.00,0.00,4.44,0.00,0.00,7.00,382.00,648.00,"2,346.00"
2347167796,2016/4/20,"10,999",7.27,7.27,0.00,0.68,0.00,1.81,4.78,0.00,11.00,43.00,269.00,"1,011.00","2,198.00"
2347167796,2016/4/21,"10,080",6.75,6.75,0.00,1.85,0.00,1.53,3.38,0.00,23.00,26.00,208.00,761.00,"2,048.00"
2347167796,2016/4/22,"7,804",5.16,5.16,0.00,0.56,0.00,1.68,2.92,0.00,9.00,27.00,206.00,781.00,"1,946.00"
2347167796,2016/4/23,"16,901",11.37,11.37,0.00,2.78,0.00,1.45,7.15,0.00,32.00,35.00,360.00,591.00,"2,629.00"
2347167796,2016/4/24,"9,471",6.26,6.26,0.00,0.00,0.00,0.00,6.26,0.00,0.00,0.00,360.00,584.00,"2,187.00"
2347167796,2016/4/25,"9,482",6.38,6.38,0.00,1.27,0.00,0.52,4.60,0.00,15.00,11.00,277.00,653.00,"2,095.00"
2347167796,2016/4/26,"5,980",3.95,3.95,0.00,0.00,0.00,0.00,3.95,0.00,0.00,0.00,227.00,732.00,"1,861.00"
2347167796,2016/4/27,"11,423",7.58,7.58,0.00,1.86,0.00,0.40,5.32,0.00,26.00,9.00,295.00,623.00,"2,194.00"
2347167796,2016/4/28,"5,439",3.60,3.60,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,229.00,764.00,"1,854.00"
2347167796,2016/4/29,42,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,4.00,2.00,403.00
2873212765,2016/4/12,"8,796",5.91,5.91,0.00,0.11,0.00,0.93,4.88,0.00,2.00,21.00,356.00,"1,061.00","1,982.00"
2873212765,2016/4/13,"7,618",5.12,5.12,0.00,0.00,0.02,0.22,4.88,0.02,0.00,8.00,404.00,"1,028.00","2,004.00"
2873212765,2016/4/14,"7,910",5.32,5.32,0.00,0.00,0.00,0.00,5.32,0.00,0.00,0.00,331.00,"1,109.00","1,893.00"
2873212765,2016/4/15,"8,482",5.70,5.70,0.00,0.00,0.01,0.00,5.69,0.01,0.00,0.00,448.00,992.00,"2,063.00"
2873212765,2016/4/16,"9,685",6.65,6.65,0.00,3.11,0.01,0.02,3.51,0.01,47.00,1.00,305.00,"1,087.00","2,148.00"
2873212765,2016/4/17,"2,524",1.70,1.70,0.00,0.00,0.00,0.35,1.34,0.00,0.00,8.00,160.00,"1,272.00","1,529.00"
2873212765,2016/4/18,"7,762",5.24,5.24,0.00,0.07,0.00,0.28,4.89,0.00,1.00,6.00,311.00,"1,122.00","1,890.00"
2873212765,2016/4/19,"7,948",5.37,5.37,0.00,0.00,0.00,0.00,5.36,0.00,0.00,0.00,389.00,"1,051.00","1,956.00"
2873212765,2016/4/20,"9,202",6.30,6.30,0.00,1.51,0.01,0.12,4.66,0.01,22.00,5.00,378.00,"1,035.00","2,094.00"
2873212765,2016/4/21,"8,859",5.98,5.98,0.00,0.13,0.01,0.37,5.47,0.01,2.00,10.00,371.00,"1,057.00","1,970.00"
2873212765,2016/4/22,"7,286",4.90,4.90,0.00,0.46,0.02,0.00,4.42,0.02,46.00,0.00,366.00,"1,028.00","2,241.00"
2873212765,2016/4/23,"9,317",6.35,6.35,0.00,2.09,0.01,0.23,4.02,0.01,28.00,5.00,330.00,"1,077.00","2,021.00"
2873212765,2016/4/24,"6,873",4.68,4.68,0.00,3.00,0.00,0.06,1.62,0.00,46.00,1.00,190.00,"1,203.00","1,898.00"
2873212765,2016/4/25,"7,373",4.95,4.95,0.00,0.00,0.00,0.00,4.95,0.00,0.00,0.00,359.00,"1,081.00","1,907.00"
2873212765,2016/4/26,"8,242",5.54,5.54,0.00,0.12,0.00,0.18,5.24,0.00,2.00,5.00,309.00,"1,124.00","1,882.00"
2873212765,2016/4/27,"3,516",2.36,2.36,0.00,0.00,0.00,0.00,2.36,0.00,46.00,0.00,197.00,"1,197.00","1,966.00"
2873212765,2016/4/28,"7,913",5.41,5.41,0.00,2.16,0.00,0.34,2.91,0.00,28.00,7.00,213.00,"1,192.00","1,835.00"
2873212765,2016/4/29,"7,365",4.95,4.95,0.00,1.36,0.00,1.41,2.18,0.00,20.00,23.00,206.00,"1,191.00","1,780.00"
2873212765,2016/4/30,"8,452",5.68,5.68,0.00,0.33,0.01,1.08,4.26,0.01,5.00,20.00,248.00,"1,167.00","1,830.00"
2873212765,2016/5/1,"7,399",4.97,4.97,0.00,0.49,0.00,1.04,3.44,0.00,7.00,18.00,196.00,"1,219.00","1,739.00"
2873212765,2016/5/2,"7,525",5.06,5.06,0.00,0.00,0.02,0.21,4.83,0.02,0.00,7.00,334.00,"1,099.00","1,878.00"
2873212765,2016/5/3,"7,412",4.98,4.98,0.00,0.06,0.01,0.25,4.66,0.01,1.00,6.00,363.00,"1,070.00","1,906.00"
2873212765,2016/5/4,"8,278",5.56,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,420.00,"1,020.00","2,015.00"
2873212765,2016/5/5,"8,314",5.61,5.61,0.00,0.78,0.00,0.80,4.03,0.00,13.00,23.00,311.00,"1,093.00","1,971.00"
2873212765,2016/5/6,"7,063",4.75,4.75,0.00,0.00,0.01,0.12,4.61,0.01,0.00,5.00,370.00,"1,065.00","1,910.00"
2873212765,2016/5/7,"4,940",3.38,3.38,0.00,2.28,0.00,0.55,0.55,0.00,75.00,11.00,52.00,"1,302.00","1,897.00"
2873212765,2016/5/8,"8,168",5.54,5.54,0.00,2.90,0.00,0.00,2.64,0.00,46.00,0.00,326.00,"1,068.00","2,096.00"
2873212765,2016/5/9,"7,726",5.19,5.19,0.00,0.00,0.00,0.00,5.19,0.00,0.00,0.00,345.00,"1,095.00","1,906.00"
2873212765,2016/5/10,"8,275",5.56,5.56,0.00,0.00,0.01,0.00,5.55,0.01,0.00,0.00,373.00,"1,067.00","1,962.00"
2873212765,2016/5/11,"6,440",4.33,4.33,0.00,0.00,0.01,0.00,4.32,0.01,0.00,0.00,319.00,"1,121.00","1,826.00"
2873212765,2016/5/12,"7,566",5.11,5.11,0.00,0.00,0.00,0.00,5.11,0.00,0.00,0.00,268.00,720.00,"1,431.00"
3372868164,2016/4/12,"4,747",3.24,3.24,0.00,0.00,0.01,0.00,3.23,0.01,0.00,0.00,280.00,"1,160.00","1,788.00"
3372868164,2016/4/13,"9,715",6.63,6.63,0.00,0.99,0.02,0.34,5.27,0.02,16.00,8.00,371.00,"1,045.00","2,093.00"
3372868164,2016/4/14,"8,844",6.03,6.03,0.00,0.34,0.01,1.03,4.65,0.01,6.00,25.00,370.00,"1,039.00","2,065.00"
3372868164,2016/4/15,"7,451",5.08,5.08,0.00,0.00,0.02,0.00,5.06,0.02,0.00,0.00,335.00,"1,105.00","1,908.00"
3372868164,2016/4/16,"6,905",4.73,4.73,0.00,0.00,0.03,0.00,4.70,0.03,0.00,0.00,356.00,"1,084.00","1,908.00"
3372868164,2016/4/17,"8,199",5.88,5.88,0.00,1.41,0.01,0.10,4.36,0.01,11.00,2.00,322.00,"1,105.00","1,964.00"
3372868164,2016/4/18,"6,798",4.64,4.64,0.00,1.08,0.00,0.20,3.35,0.00,20.00,7.00,343.00,"1,070.00","2,014.00"
3372868164,2016/4/19,"7,711",5.26,5.26,0.00,0.00,0.02,0.00,5.24,0.02,0.00,0.00,376.00,"1,064.00","1,985.00"
3372868164,2016/4/20,"4,880",3.33,3.33,0.00,0.84,0.02,0.09,2.38,0.02,15.00,3.00,274.00,"1,148.00","1,867.00"
3372868164,2016/4/21,"8,857",6.07,6.07,0.00,1.15,0.01,0.26,4.64,0.01,18.00,9.00,376.00,"1,037.00","2,124.00"
3372868164,2016/4/22,"3,843",2.62,2.62,0.00,0.00,0.01,0.00,2.61,0.01,0.00,0.00,206.00,"1,234.00","1,669.00"
3372868164,2016/4/23,"7,396",5.07,5.07,0.00,1.40,0.00,0.08,3.58,0.00,20.00,2.00,303.00,"1,115.00","1,995.00"
3372868164,2016/4/24,"6,731",4.59,4.59,0.00,0.89,0.02,0.19,3.49,0.02,14.00,7.00,292.00,"1,127.00","1,921.00"
3372868164,2016/4/25,"5,995",4.09,4.09,0.00,0.00,0.00,0.00,4.09,0.00,0.00,0.00,416.00,"1,024.00","2,010.00"
3372868164,2016/4/26,"8,283",5.79,5.79,0.00,1.85,0.01,0.05,3.87,0.01,22.00,2.00,333.00,"1,083.00","2,057.00"
3372868164,2016/4/27,"7,904",5.42,5.42,0.00,1.58,0.01,0.63,3.19,0.01,24.00,13.00,346.00,"1,057.00","2,095.00"
3372868164,2016/4/28,"5,512",3.76,3.76,0.00,0.00,0.00,0.00,3.76,0.00,0.00,0.00,385.00,"1,055.00","1,972.00"
3372868164,2016/4/29,"9,135",6.23,6.23,0.00,0.00,0.01,0.00,6.22,0.01,0.00,0.00,402.00,"1,038.00","2,044.00"
3372868164,2016/4/30,"5,250",3.58,3.58,0.00,1.06,0.01,0.09,2.42,0.01,17.00,4.00,300.00,"1,119.00","1,946.00"
3372868164,2016/5/1,"3,077",2.10,2.10,0.00,0.00,0.00,0.00,2.09,0.00,0.00,0.00,172.00,842.00,"1,237.00"
3977333714,2016/4/12,"8,856",5.98,5.98,0.00,3.06,0.00,0.91,2.01,0.00,44.00,19.00,131.00,777.00,"1,450.00"
3977333714,2016/4/13,"10,035",6.71,6.71,0.00,2.03,0.00,2.13,2.55,0.00,31.00,46.00,153.00,754.00,"1,495.00"
3977333714,2016/4/14,"7,641",5.11,5.11,0.00,0.32,0.00,0.97,3.82,0.00,5.00,23.00,214.00,801.00,"1,433.00"
3977333714,2016/4/15,"9,010",6.06,6.06,0.00,1.05,0.00,1.75,3.26,0.00,15.00,42.00,183.00,644.00,"1,468.00"
3977333714,2016/4/16,"13,459",9.00,9.00,0.00,2.03,0.00,4.00,2.97,0.00,31.00,83.00,153.00,663.00,"1,625.00"
3977333714,2016/4/17,"10,415",6.97,6.97,0.00,0.70,0.00,2.35,3.92,0.00,11.00,58.00,205.00,600.00,"1,529.00"
3977333714,2016/4/18,"11,663",7.80,7.80,0.00,0.25,0.00,3.73,3.82,0.00,4.00,95.00,214.00,605.00,"1,584.00"
3977333714,2016/4/19,"12,414",8.78,8.78,0.00,2.24,0.00,2.45,3.96,0.00,19.00,67.00,221.00,738.00,"1,638.00"
3977333714,2016/4/20,"11,658",7.83,7.83,0.00,0.20,0.00,4.35,3.28,0.00,2.00,98.00,164.00,845.00,"1,554.00"
3977333714,2016/4/21,"6,093",4.08,4.08,0.00,0.00,0.00,0.00,4.06,0.00,0.00,0.00,242.00,712.00,"1,397.00"
3977333714,2016/4/22,"8,911",5.96,5.96,0.00,2.33,0.00,0.58,3.06,0.00,33.00,12.00,188.00,731.00,"1,481.00"
3977333714,2016/4/23,"12,058",8.07,8.07,0.00,0.00,0.00,4.22,3.85,0.00,0.00,92.00,252.00,724.00,"1,638.00"
3977333714,2016/4/24,"14,112",10.00,10.00,0.00,3.27,0.00,4.56,2.17,0.00,30.00,95.00,129.00,660.00,"1,655.00"
3977333714,2016/4/25,"11,177",8.48,8.48,0.00,5.62,0.00,0.43,2.41,0.00,50.00,9.00,133.00,781.00,"1,570.00"
3977333714,2016/4/26,"11,388",7.62,7.62,0.00,0.45,0.00,4.22,2.95,0.00,7.00,95.00,170.00,797.00,"1,551.00"
3977333714,2016/4/27,"7,193",5.04,5.04,0.00,0.00,0.00,0.42,4.62,0.00,0.00,10.00,176.00,714.00,"1,377.00"
3977333714,2016/4/28,"7,114",4.88,4.88,0.00,1.37,0.00,0.29,3.22,0.00,15.00,8.00,190.00,804.00,"1,407.00"
3977333714,2016/4/29,"10,645",7.75,7.75,0.00,3.74,0.00,1.30,2.71,0.00,36.00,32.00,150.00,744.00,"1,545.00"
3977333714,2016/4/30,"13,238",9.20,9.20,0.00,3.69,0.00,2.10,3.41,0.00,43.00,52.00,194.00,687.00,"1,650.00"
3977333714,2016/5/1,"10,414",7.07,7.07,0.00,2.67,0.00,1.98,2.41,0.00,41.00,40.00,124.00,691.00,"1,501.00"
3977333714,2016/5/2,"16,520",11.05,11.05,0.00,1.54,0.00,6.48,3.02,0.00,24.00,143.00,176.00,713.00,"1,760.00"
3977333714,2016/5/3,"14,335",9.59,9.59,0.00,3.32,0.00,1.74,4.53,0.00,47.00,41.00,258.00,594.00,"1,710.00"
3977333714,2016/5/4,"13,559",9.44,9.44,0.00,1.81,0.00,4.58,2.89,0.00,14.00,96.00,142.00,852.00,"1,628.00"
3977333714,2016/5/5,"12,312",8.58,8.58,0.00,1.76,0.00,4.11,2.71,0.00,14.00,88.00,178.00,680.00,"1,618.00"
3977333714,2016/5/6,"11,677",8.28,8.28,0.00,3.11,0.00,2.51,2.67,0.00,29.00,55.00,168.00,676.00,"1,590.00"
3977333714,2016/5/7,"11,550",7.73,7.73,0.00,0.00,0.00,4.13,3.59,0.00,0.00,86.00,208.00,703.00,"1,574.00"
3977333714,2016/5/8,"13,585",9.09,9.09,0.00,0.68,0.00,5.24,3.17,0.00,9.00,116.00,171.00,688.00,"1,633.00"
3977333714,2016/5/9,"14,687",10.08,10.08,0.00,0.77,0.00,5.60,3.55,0.00,8.00,122.00,151.00,"1,159.00","1,667.00"
3977333714,2016/5/10,"13,072",8.78,8.78,0.00,0.07,0.00,5.40,3.31,0.00,1.00,115.00,196.00,676.00,"1,630.00"
3977333714,2016/5/11,746,0.50,0.50,0.00,0.37,0.00,0.00,0.13,0.00,4.00,0.00,9.00,13.00,52.00
4020332650,2016/4/12,"8,539",6.12,6.12,0.00,0.15,0.00,0.24,5.68,0.00,4.00,15.00,331.00,712.00,"3,654.00"
4020332650,2016/4/13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,981.00"
4020332650,2016/4/14,108,0.08,0.08,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,3.00,"1,437.00","2,011.00"
4020332650,2016/4/15,"1,882",1.35,1.35,0.00,0.21,0.00,0.36,0.77,0.00,36.00,18.00,87.00,"1,299.00","2,951.00"
4020332650,2016/4/16,"1,982",1.42,1.42,0.00,0.45,0.00,0.37,0.59,0.00,65.00,21.00,55.00,"1,222.00","3,051.00"
4020332650,2016/4/17,16,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,2.00,"1,438.00","1,990.00"
4020332650,2016/4/18,62,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,2.00,"1,438.00","1,995.00"
4020332650,2016/4/19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/28,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/4/30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/5/1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,440.00","1,980.00"
4020332650,2016/5/2,475,0.34,0.34,0.00,0.00,0.00,0.04,0.29,0.00,0.00,11.00,31.00,"1,350.00","2,207.00"
4020332650,2016/5/3,"4,496",3.22,3.22,0.00,0.00,0.05,0.00,3.15,0.05,0.00,0.00,174.00,950.00,"2,828.00"
4020332650,2016/5/4,"10,252",7.35,7.35,0.00,0.67,0.00,1.04,5.58,0.00,13.00,46.00,346.00,531.00,"3,879.00"
4020332650,2016/5/5,"11,728",8.43,8.43,0.00,2.62,0.07,1.68,4.04,0.07,38.00,42.00,196.00,916.00,"3,429.00"
4020332650,2016/5/6,"4,369",3.13,3.13,0.00,0.00,0.01,0.00,3.10,0.01,0.00,0.00,177.00,855.00,"2,704.00"
4020332650,2016/5/7,"6,132",4.40,4.40,0.00,0.00,0.00,0.00,3.58,0.00,0.00,0.00,184.00,"1,256.00","2,975.00"
4020332650,2016/5/8,"5,862",4.20,4.20,0.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,263.00,775.00,"3,089.00"
